      HaloID      x[Mpc/h]     y[MPc/h]     z[MPc/h] m500c[Msol]    Avail[0/1]  Files_1 Files_2 Files_3 Files_4
        1239      1297.63      2560.59      723.237  5.57012e+14       0        2695
        1242      1359.22      2549.49      910.977  5.43529e+14       0        2771
        1243      1167.80      1427.72      2247.27  5.55410e+14       0        1656
        1245      1768.30      1323.05      33.6138  5.48938e+14       0         681
        1246      2415.10      2026.57      26.0077  5.55347e+14       0        1207
        1247      2313.41      1871.13      1265.99  5.17247e+14       0        2303
        1248      1313.26      1588.79      2055.60  5.78024e+14       0        4464
        1249      122.192      1121.16      960.266  5.19352e+14       0        4641
        1253      286.723      2320.46      1180.52  6.27513e+14       0        4867
        1254      74.1796      1746.32      2650.32  6.97218e+14       0        3523
        1256      1026.33      1930.21      360.047  5.77392e+14       0        4222
        1258      1602.22      1948.04      266.550  5.00523e+14       0        2939
        1259      1317.29      761.750      396.672  5.01487e+14       0         992
        1260      2234.45      2594.73      2151.81  6.05642e+14       0         678
        1267      1655.67      2096.42      1488.31  5.16783e+14       0        4523
        1268      2182.06      2129.81      150.962  6.02361e+14       0        5452
        1269      1169.58      932.356      1881.48  5.06530e+14       0        1649
        1270      1896.35      2161.82      353.167  5.76151e+14       0        3154
        1271      912.691      2466.92      1834.62  5.19456e+14       0        4351
        1272      324.144      1020.82      1789.72  6.56122e+14       0        5043
        1274      2070.09      2647.06      2283.45  6.22253e+14       0        6052
        1275      1379.78      2111.40      133.853  5.44250e+14       0        1021
        1278      2407.52      670.342      2148.95  6.58899e+14       0        2932        4416
        1281      1895.51      208.972      230.095  5.82879e+14       0        4897
        1285      1200.94      2392.39      1740.39  5.79202e+14       0        5984
        1286      2650.49      2001.34      1212.00  6.05380e+14       0        2844
        1287      1637.77      908.441      2654.09  6.91079e+14       0        1303
        1289      668.546      676.093      287.937  5.78999e+14       0        4680
        1291      35.8518      1827.65      942.095  5.92904e+14       0         926
        1293      2075.19      152.517      1327.02  6.88816e+14       0        1866
        1294      948.083      510.396      464.140  5.77036e+14       0        5635
        1295      1807.76      497.748      590.010  6.08235e+14       0         220
        1296      848.061      510.516      768.332  6.44293e+14       0        3166
        1297      1263.28      1621.86      463.017  5.73777e+14       0        1793
        1302      152.470      1252.52      1827.03  6.00433e+14       0        5791
        1304      2282.39      837.548      274.771  5.18523e+14       0        2432        5405
        1305      658.536      2429.06      1546.62  6.14092e+14       0        5869
        1306      133.833      1565.04      1628.79  6.28933e+14       0        1746
        1307      2499.73      997.000      557.232  6.39380e+14       0        3334
        1308      2484.17      616.287      1881.22  5.58026e+14       0        4424
        1310      1267.42      70.3843      2254.97  6.11095e+14       0        5011
        1312      809.428      408.040      1136.05  6.34222e+14       0        2884
        1313      1957.16      1995.88      675.986  5.99211e+14       0        5863
        1315      2573.68      1592.53      780.442  6.28638e+14       0        3134
        1316      721.512      1779.24      1213.99  5.95358e+14       0        5374
        1317      2451.79      2005.97      1414.48  5.45246e+14       0         971
        1318      1226.51      526.067      2235.14  5.92974e+14       0        4554
        1320      2159.54      561.730      958.725  5.26717e+14       0        1773
        1321      1913.68      1478.69      189.645  5.65242e+14       0         643
        1323      733.428      1106.47      2372.70  5.89002e+14       0        5715
        1326      1784.24      1813.00      1741.48  5.04319e+14       0        3654
        1327      824.357      1963.67      24.0805  6.27277e+14       0        2966
        1329      1184.04      807.605      728.053  5.45806e+14       0         812
        1331      1725.28      596.462      1388.35  7.02688e+14       0         843
        1332      2515.66      2112.37      2047.04  5.14664e+14       0         750
        1333      2406.34      1338.06      272.145  5.39328e+14       0        3316
        1336      316.503      2469.30      1238.81  5.95288e+14       0        2547
        1337      1738.95      2623.27      1047.70  5.96934e+14       0        3566
        1338      953.116      1815.59      1879.38  5.65588e+14       0         514
        1339      2540.15      2156.18      1888.46  5.56873e+14       0        3463
        1340      1821.59      2132.29      2468.11  7.04759e+14       0        4366
        1346      1984.11      199.515      775.966  6.21348e+14       0        3415
        1347      752.292      2480.16      1300.26  6.57206e+14       0        2665
        1348      2586.31      606.612      121.601  6.00981e+14       0        4603
        1350      1986.31      1456.09      251.152  6.40044e+14       0         643        5989
        1352      1939.86      13.3817      2206.39  5.27711e+14       0        1764
        1353      455.904      1545.46      1039.84  5.01655e+14       0        3469
        1354      2243.92      2322.78      1113.07  6.35670e+14       0        3339
        1355      495.278      2541.47      958.388  6.72342e+14       0        3339
        1358      2311.74      708.146      742.175  6.87659e+14       0        2357        3393
        1361      967.428      1989.40      524.972  6.13893e+14       0        4690
        1362      781.470      2064.72      309.038  6.27239e+14       0        2548
        1365      1596.93      2596.62      2340.35  7.36448e+14       0        3178        3349
        1366      2623.38      1444.10      2173.04  5.77809e+14       0        5445
        1368      1219.69      1524.55      744.072  5.79909e+14       0        4855
        1371      2033.19      742.001      1586.99  6.04685e+14       0        1813
        1373      2089.95      838.394      511.737  5.51289e+14       0        2627
        1374      2110.41      219.192      20.4850  5.22276e+14       0        4527
        1377      2587.02      1233.28      1146.92  6.74572e+14       0        4246
        1383      1846.78      1640.72      453.115  5.25538e+14       0         546        5297
        1384      1319.34      1815.29      289.157  5.00808e+14       0        5217
        1385      2080.91      2423.41      2578.84  5.35945e+14       0        3593
        1386      211.071      1843.57      1823.87  7.06444e+14       0        2757
        1387      2201.44      274.861      1843.36  5.18141e+14       0        5397
        1388      871.802      2317.24      268.526  5.30938e+14       0        3646
        1389      829.596      2663.70      935.012  5.58294e+14       0        2709
        1390      2155.73      563.295      1695.93  6.62410e+14       0        1273
        1391      2297.31      1352.94      1723.38  5.70248e+14       0        2814
        1394      651.142      2411.94      1430.02  5.53998e+14       0         531        1525
        1400      1459.85      1632.76      2666.63  5.59455e+14       0         725
        1403      2531.61      1517.04      193.343  5.36525e+14       0        5398
        1404      1299.29      2291.69      2481.36  5.43216e+14       0        1026
        1405      102.609      1511.80      1829.23  5.14391e+14       0        1375        4017
        1406      1030.04      485.254      1595.10  5.50019e+14       0        1043
        1407      2667.76      881.639      185.324  5.41993e+14       0         719
        1410      1742.49      2203.18      2035.47  5.74669e+14       0        5548
        1419      383.297      1765.76      2680.56  5.07543e+14       0        3800
        1421      2144.98      2323.77      271.589  6.15223e+14       0        2434
        1422      108.675      1978.46      581.961  5.61965e+14       0        5213
        1423      228.441      2092.22      2556.11  5.27717e+14       0        2419
        1427      1489.54      1605.36      2427.90  5.55833e+14       0        5967
        1428      119.924      2205.26      1796.81  6.68602e+14       0        2765
        1431      2111.69      1575.30      947.825  5.79561e+14       0        1205
        1433      2469.11      2399.60      2669.61  6.01965e+14       0        2081
        1434      2099.97      275.986      2386.35  5.40024e+14       0        1462        4908
        1435      343.357      508.571      22.0975  5.24979e+14       0        2744
        1436      2408.20      1017.08      1968.29  7.05917e+14       0        3035
        1441      1652.95      2224.79      572.630  5.68116e+14       0        5677
        1442      1086.87      1071.35      1897.88  5.15893e+14       0        3904
        1443      279.294      1096.76      1834.95  6.42122e+14       0        1871
        1444      995.080      1693.44      2241.72  6.59183e+14       0        5667
        1446      418.829      1636.44      1226.01  5.42355e+14       0        3684
        1448      1575.81      1505.73      2329.79  5.41756e+14       0        1800
        1450      2168.79      1064.24      924.201  5.60032e+14       0         398         601
        1453      1014.32      1559.07      417.745  5.23825e+14       0        1791        2965
        1459      2249.42      986.066      225.678  6.49237e+14       0        5892
        1461      750.478      1412.33      1284.08  5.51794e+14       0        2371
        1462      1733.17      2626.15      2519.03  5.13524e+14       0         191
        1465      1701.76      1190.88      1623.37  5.12287e+14       0         340
        1466      902.166      373.618      651.613  5.12516e+14       0        5589
        1471      378.100      251.952      622.446  6.55452e+14       0        3357        5833
        1472      1188.45      1348.00      456.301  5.74045e+14       0        2691
        1475      401.565      885.942      938.583  5.97941e+14       0         420
        1478      864.560      1296.79      996.718  5.74196e+14       0        1720
        1480      1733.76      1732.39      1310.38  5.46329e+14       0        5924
        1482      1869.24      2441.82      2615.05  5.68121e+14       0        1138
        1486      18.4821      114.847      2152.06  6.43358e+14       0         298
        1491      2643.06      612.112      439.405  5.35935e+14       0        4598
        1493      2381.88      403.389      192.804  5.79889e+14       0        1733
        1496      431.590      772.856      1929.10  5.01236e+14       0        3839
        1497      1801.78      595.825      2437.73  5.93319e+14       0         585         896
        1498      872.527      2466.08      1944.21  5.27856e+14       0        2354
        1501      821.271      86.7754      1621.57  5.03594e+14       0        3019
        1502      1853.75      1012.79      911.889  6.21567e+14       0        4306
        1503      647.601      189.315      747.323  6.03671e+14       0        6075
        1504      1728.18      1659.71      2020.76  6.06350e+14       0         493
        1505      1599.68      2501.90      2198.86  5.33803e+14       0         796
        1506      1592.38      2064.49      939.956  5.73958e+14       0        4970
        1507      2178.63      2406.98      700.713  6.87504e+14       0        4231
        1508      2660.80      2297.45      1746.36  6.55838e+14       0        1256
        1511      1425.80      1226.41      2685.04  5.53343e+14       0        5219
        1512      2516.19      1729.75      282.726  6.06026e+14       0         632
        1513      644.968      1914.04      508.352  5.06711e+14       0        3399
        1515      522.640      2646.72      1143.25  5.54563e+14       0         911
        1517      1614.33      1049.61      5.27714  5.70352e+14       0         862
        1518      2382.46      1058.76      940.339  5.52878e+14       0        4413
        1520      1065.43      221.627      712.772  5.95521e+14       0        1398
        1521      2575.64      435.388      969.125  6.33277e+14       0        1736
        1524      1717.80      2127.11      887.655  5.58066e+14       0        3345
        1526      1321.19      2257.56      1642.17  6.68268e+14       0        2883
        1530      698.185      1144.08      83.0371  6.63420e+14       0        2319
        1531      2575.20      2261.49      1756.87  5.08837e+14       0        2809
        1534      1313.64      1510.95      300.546  5.28213e+14       0        3790
        1536      1699.41      106.176      315.949  5.28147e+14       0        2175
        1540      1761.03      2204.77      1592.14  5.47777e+14       0         700
        1541      1534.96      1053.76      1199.27  6.69174e+14       0        3580
        1542      1437.36      937.675      1267.00  5.79175e+14       0        5338
        1543      90.6368      172.755      611.466  5.01410e+14       0        2065
        1549      1633.87      226.077      1236.37  5.49901e+14       0         470
        1550      1209.27      654.878      561.718  5.52809e+14       0        2178
        1551      1103.13      571.375      1253.21  6.13254e+14       0        4499
        1552      2180.36      709.892      300.739  5.67144e+14       0         616
        1555      2465.30      593.084      1207.53  5.67393e+14       0        5225
        1557      537.920      2052.93      2286.95  5.45619e+14       0        2772
        1560      1313.05      2531.67      1386.03  6.85846e+14       0        2252
        1561      2335.27      1116.25      860.976  6.59779e+14       0         630
        1563      964.122      2158.18      1248.78  6.00109e+14       0        4097
        1571      217.432      1066.89      1110.59  7.30240e+14       0        5119
        1572      75.9416      2447.40      660.018  6.06475e+14       0        3554
        1574      338.610      409.724      1647.80  5.01735e+14       0         261
        1576      1072.78      2185.94      1312.31  5.87161e+14       0        3362        4985
        1577      63.1628      1797.56      2094.09  5.32724e+14       0          27
        1581      687.943      723.001      1678.47  5.63797e+14       0          63
        1582      1700.86      1522.82      2676.98  5.03028e+14       0        1428
        1583      780.080      818.923      1957.09  5.49236e+14       0         436
        1584      67.0849      42.4582      2004.30  5.61479e+14       0        4505
        1585      2273.69      1143.66      116.294  5.34127e+14       0        3570
        1587      691.359      1831.59      2425.83  6.53398e+14       0         516
        1589      2510.30      503.412      1213.59  5.00848e+14       0        4882        5300
        1591      2224.56      1330.53      29.4650  5.28362e+14       0          75
        1592      2659.87      1424.08      1953.43  6.34586e+14       0        1185
        1594      48.0945      634.899      2492.98  5.23571e+14       0        3002
        1596      719.804      2620.45      2519.80  5.31421e+14       0         240         263
        1597      480.208      1507.21      2391.17  6.88079e+14       0        3370
        1599      1905.18      2185.75      63.7218  5.60561e+14       0        1027        5641
        1600      52.6394      1036.39      2434.77  5.43559e+14       0        2873
        1601      1200.66      340.943      2633.56  5.31268e+14       0        5888
        1602      923.262      37.2715      772.508  5.84899e+14       0        2441        5728
        1607      1150.95      524.526      458.288  5.99573e+14       0        3246
        1608      1979.83      2048.47      2566.53  5.03654e+14       0        5942
        1611      1891.69      2190.67      2402.58  5.81554e+14       0         701
        1612      934.583      144.852      77.5427  7.82079e+14       0        2919
        1613      1493.92      985.637      2682.84  5.79971e+14       0        3659
        1617      1565.60      1135.19      1142.68  5.72789e+14       0        4553
        1620      899.764      291.651      2082.43  5.76684e+14       0         400
        1625      1028.23      2122.20      2111.39  5.02267e+14       0        1544
        1629      2204.23      444.660      568.732  5.82619e+14       0        1547
        1630      2288.43      1458.59      2341.19  5.95206e+14       0        2381
        1631      1372.37      1374.04      1894.52  5.22507e+14       0        3944
        1632      1604.11      332.288      1951.78  5.24402e+14       0        1635
        1636      1382.83      509.133      74.8488  5.36976e+14       0         840
        1640      2333.83      451.778      477.896  5.30392e+14       0        3561
        1642      1655.44      1941.11      2477.02  5.14334e+14       0        1413
        1643      1901.06      888.762      1749.55  5.28026e+14       0         651
        1645      2250.52      486.191      1709.83  5.65227e+14       0        2916
        1651      1983.80      2505.19      1747.36  5.75350e+14       0        6018
        1652      475.954      831.708      513.960  5.74994e+14       0        3485
        1653      851.805      429.673      64.2507  6.30820e+14       0        4291
        1654      104.185      1303.41      499.136  5.69859e+14       0        3624
        1655      440.220      1065.81      177.549  5.18110e+14       0        1133
        1656      1345.98      1424.16      1389.35  6.07973e+14       0         875        2845
        1658      280.751      1567.99      656.582  6.05872e+14       0        4130
        1660      360.813      2285.89      326.763  5.05735e+14       0        4588
        1663      1937.80      2556.06      1201.98  5.19991e+14       0        4421
        1668      1911.89      348.693      373.126  5.95454e+14       0        2626
        1670      529.318      49.4316      412.508  5.64917e+14       0        2314
        1674      486.102      1991.67      1782.68  6.36645e+14       0        1937
        1676      2531.09      1844.61      1134.96  5.73897e+14       0        1245
        1679      2440.15      926.487      2126.63  6.18133e+14       0         839
        1680      1141.82      2260.37      311.436  5.29768e+14       0        4069
        1682      903.448      1049.00      2393.54  5.16785e+14       0         123
        1683      156.768      2543.73      2665.91  5.59319e+14       0        2822
        1685      57.6102      2667.69      1209.07  5.05631e+14       0        3490
        1689      151.809      117.149      1818.35  5.85796e+14       0        2030
        1690      1110.47      2530.52      2347.55  5.00632e+14       0        1410
        1693      1313.48      1882.94      427.082  5.09385e+14       0        4655
        1697      431.043      1879.28      1729.89  5.03466e+14       0        2213
        1698      905.648      2485.07      1215.44  6.30618e+14       0        1072
        1702      1545.54      1753.35      1097.04  5.33961e+14       0          94
        1704      1287.86      1473.59      2337.84  6.32361e+14       0        1452
        1705      101.897      2295.41      714.248  5.92396e+14       0         765
        1712      1643.51      2476.16      1547.53  5.40945e+14       0         757
        1713      1029.05      2145.24      1622.02  6.08545e+14       0        5558
        1715      806.653      2656.41      2195.36  5.39653e+14       0         976
        1718      1310.62      402.613      328.193  5.63910e+14       0        4987
        1719      968.885      1934.01      168.501  5.74664e+14       0        2317        3091        4483        4948
        1722      1199.59      349.603      1287.32  5.07757e+14       0        5431
        1723      179.042      470.426      934.628  5.97126e+14       0        3524
        1725      2065.27      274.746      791.775  5.60608e+14       0        5685
        1727      316.208      192.644      2207.65  5.29834e+14       0        1728
        1728      856.378      2535.74      481.216  5.60672e+14       0        2593
        1731      673.693      125.351      47.8732  5.13898e+14       0        2287        3967
        1735      2449.65      887.639      1296.98  5.07264e+14       0        2405
        1739      1688.49      1050.08      744.089  5.58944e+14       0        5607
        1740      182.049      1092.32      218.409  5.61708e+14       0        4850        5488
        1743      1719.40      1025.32      1074.52  5.12467e+14       0        3992
        1744      1067.62      1486.46      1415.15  5.52599e+14       0        4345
        1748      1034.87      1809.54      2553.26  5.64489e+14       0        3093
        1749      1607.76      251.459      1981.23  5.51523e+14       0        1635
        1752      800.535      2654.72      2563.79  5.62822e+14       0        3836
        1754      983.442      1362.95      608.835  5.69037e+14       0         871
        1762      1186.63      1529.00      727.432  5.13757e+14       0        4855
        1763      1482.05      1788.31      312.518  6.91888e+14       0        4677
        1766      1101.15      1405.36      1539.96  5.65653e+14       0        5386
        1769      1928.34      2089.30      1676.93  5.35119e+14       0        5133
        1772      1770.59      1753.77      119.931  5.16193e+14       0        2126
        1775      1077.78      2399.41      960.827  5.70990e+14       0        3225
        1785      1553.81      1324.05      2524.44  5.80148e+14       0        1474
        1788      127.014      1583.35      182.802  6.11765e+14       0        5301
        1794      2257.04      2540.87      2477.59  6.04578e+14       0        1570
        1798      57.0510      1927.28      2391.41  5.95357e+14       0        2426
        1799      791.184      1106.45      739.247  6.53727e+14       0        1603
        1800      1699.96      100.486      921.298  6.49145e+14       0        1762
        1805      356.071      2272.66      413.705  6.75284e+14       0        4042
        1809      1871.06      858.578      1384.24  5.35803e+14       0        3002
        1810      582.259      1408.50      200.713  5.01602e+14       0        2163
        1811      1517.31      2411.13      1954.25  5.03488e+14       0        5995
        1812      2016.10      92.7447      133.515  5.47372e+14       0        2184        5251
        1813      2565.72      449.771      1273.70  5.33583e+14       0        5417
        1814      224.111      2285.40      2548.62  5.19908e+14       0        2775
        1815      2553.36      2333.48      2374.17  6.43474e+14       0        5698
        1827      2474.99      748.104      2659.89  5.61856e+14       0        2834
        1830      666.009      1673.68      2328.03  5.91088e+14       0        3545
        1831      52.9710      510.138      843.873  5.68902e+14       0         492
        1832      1078.01      243.575      1592.95  5.88902e+14       0        4296
        1835      2516.58      228.628      460.166  5.61913e+14       0         661
        1836      2669.97      793.981      1074.72  5.06546e+14       0        5336
        1838      1167.57      410.015      2255.10  5.22231e+14       0        4743
        1840      2557.87      272.654      94.2574  5.02399e+14       0        4288
        1844      228.548      420.853      1896.61  5.65067e+14       0        3378        4799
        1847      139.797      343.488      2603.66  5.76916e+14       0        4538
        1848      2098.93      1763.79      1367.32  5.21690e+14       0        2232        4453
        1850      783.207      820.566      1945.11  5.40710e+14       0         436
        1853      1758.46      1927.15      2488.95  6.10249e+14       0         594
        1857      637.102      2308.97      1155.92  6.18921e+14       0         825
        1860      1580.02      1170.96      1490.80  5.16302e+14       0        3893
        1864      1256.60      1218.85      2201.31  5.10956e+14       0        5439
        1871      2119.89      33.7197      1115.57  5.06779e+14       0        4412
        1878      1100.17      1479.14      6.07194  5.58897e+14       0        3169
        1884      2534.92      2561.06      1452.08  5.76873e+14       0        1160
        1887      2404.34      901.678      2157.63  5.00886e+14       0         591
        1890      1139.08      1113.97      1404.13  5.20703e+14       0        3938
        1897      74.1973      2196.83      981.182  5.36243e+14       0        5341
        1904      1114.67      1582.50      2600.49  5.50473e+14       0        1487
        1905      1821.50      1658.15      2149.75  5.79285e+14       0        3994
        1910      1188.72      336.983      1321.30  5.99378e+14       0        5431
        1928      999.172      1464.83      1.40521  5.81458e+14       0        3279
        1929      279.963      88.2053      2553.22  5.70344e+14       0        4971
        1930      949.721      1209.85      2107.21  5.33651e+14       0        4738
        1932      1179.27      938.589      537.784  5.49150e+14       0        4714
        1942      180.110      930.085      2408.95  5.00402e+14       0        3639
        1943      1415.38      882.768      977.476  5.06964e+14       0        2664
        1946      394.021      989.073      1232.33  5.13986e+14       0          80
        1950      1896.13      2524.92      2415.24  5.08287e+14       0        1590
        1959      1477.71      1019.71      2146.86  5.64200e+14       0        3998
        1961      890.499      633.271      2386.89  5.23448e+14       0         921
        1962      2057.59      1514.71      313.342  5.71279e+14       0        5152
        1964      1534.15      1495.79      1141.49  5.44258e+14       0        4759
        1968      2620.91      2262.83      1428.74  5.97037e+14       0        1812        1919
        1970      2027.47      1937.12      461.525  5.40622e+14       0        5134
        1976      1224.33      1851.16      2071.87  5.80239e+14       0        2646
        1979      729.808      2138.15      1982.89  5.13889e+14       0        2350
        1982      1161.65      239.994      922.982  5.08388e+14       0         747        1691
        1985      188.124      265.204      938.894  5.73961e+14       0        2994
        1988      1841.00      2101.20      2469.75  5.05000e+14       0        4366        5151
        1989      637.696      2062.02      61.8181  5.44248e+14       0        3208
        1997      2556.37      2336.41      2376.88  6.12773e+14       0        5698
        1999      1298.94      2195.22      1909.44  5.12037e+14       0        2605
        2001      1385.49      1501.51      1915.99  5.41846e+14       0        3944
        2002      636.573      2309.11      739.374  5.22559e+14       0        5041
        2011      1887.83      2369.58      1110.99  5.50611e+14       0         104
        2016      1247.19      1047.27      501.268  5.39871e+14       0         744        1784
        2022      251.618      1143.33      467.069  6.10776e+14       0        2676        4150
        2025      2390.02      1012.20      101.629  6.15341e+14       0        2134
        2031      650.541      711.844      2511.45  5.76845e+14       0        1564
        2034      1584.66      523.743      2402.36  5.72123e+14       0         441
        2046      166.920      932.226      2356.68  5.02787e+14       0        3612        3639
        2047      486.611      1389.70      1256.33  5.52138e+14       0        1601
        2063      2200.00      784.677      1357.36  5.66188e+14       0         950
        2067      2488.43      623.146      9.44366  5.14577e+14       0        5113
        2068      382.960      2031.46      1271.17  5.53178e+14       0        4848
        2071      1739.34      486.472      460.781  5.67799e+14       0        5937
        2083      1574.20      2482.88      2272.47  6.84812e+14       0          20
        2088      787.641      621.499      280.115  5.78276e+14       0        3813
        2094      670.993      1542.36      1033.06  5.97751e+14       0        1032        5370
        2096      1252.13      2026.81      503.186  6.66404e+14       0         391        5678
        2102      2503.69      2669.56      1354.19  5.09425e+14       0        4885
        2103      186.466      460.973      92.0353  5.60701e+14       0        4912
        2108      1818.06      2574.05      2005.00  5.13032e+14       0        2445
        2113      2353.46      1954.12      1559.02  5.18496e+14       0        3728        3937
        2114      1227.77      341.491      2231.19  5.16349e+14       0        5319
        2116      2666.92      1396.96      2592.64  5.81195e+14       0        3421
        2120      668.446      1353.61      1285.50  5.35393e+14       0        2597
        2135      596.421      1610.92      525.533  5.69217e+14       0        5205
        2141      2011.50      1235.27      2288.47  5.96357e+14       0        1612
        2146      930.022      1900.06      633.448  5.15809e+14       0        2060
        2149      1115.75      2495.95      2591.88  5.37475e+14       0         351
        2151      1841.74      600.703      1679.19  5.03990e+14       0        2620        2843
        2155      1011.37      1638.68      198.095  5.53654e+14       0        3682
        2156      1582.14      130.498      942.587  5.10619e+14       0          28
        2158      2191.59      625.929      1469.18  5.61581e+14       0         167
        2164      156.299      2140.97      1364.50  5.41474e+14       0        3383
        2168      1654.38      2495.54      2253.79  5.69326e+14       0         796
        2178      1815.60      519.123      548.476  5.18471e+14       0         928
        2185      2619.51      22.5679      233.247  5.00180e+14       0        6062
        2188      494.133      716.233      2417.48  5.08467e+14       0        3175
        2191      67.9082      2112.15      2035.12  5.34832e+14       0          59
        2192      2189.32      2576.71      788.840  5.79873e+14       0        5087
        2196      1195.66      1719.03      2171.82  5.31209e+14       0        2176
        2199      39.3840      776.869      1569.52  5.08483e+14       0        2290
        2204      2143.76      1705.67      241.740  6.51736e+14       0        2996
        2208      1853.00      518.405      703.168  5.19006e+14       0        1248
        2210      788.410      24.0185      190.646  5.32761e+14       0        1106
        2212      1110.60      2563.18      2387.91  5.33952e+14       0        2390
        2217      2570.83      682.899      2539.57  5.29734e+14       0         564
        2222      1600.08      1015.18      1804.89  5.54771e+14       0        4804
        2227      1061.05      1908.40      2344.60  5.57560e+14       0         394
        2228      210.315      529.001      2481.52  5.96236e+14       0         800
        2238      1698.39      1896.55      44.4635  5.58881e+14       0        4537
        2240      1194.12      68.2740      2465.30  6.08242e+14       0         321
        2245      26.7336      1012.61      1489.12  5.15910e+14       0        4362
        2248      2361.75      193.362      1899.73  5.99501e+14       0        5964
        2249      781.607      1006.44      950.152  6.55337e+14       0        3071        3146
        2252      865.765      617.850      932.561  5.46162e+14       0        2861
        2288      423.723      563.289      611.986  5.73819e+14       0        5475
        2290      175.208      1248.22      2111.47  5.01555e+14       0        1723
        2292      274.779      2390.58      1601.98  5.36752e+14       0        5829
        2294      2391.68      182.048      1302.95  5.76843e+14       0        1995
        2295      800.887      81.7722      2302.56  5.22822e+14       0        2674
        2296      2264.38      227.685      2476.56  5.80589e+14       0         768
        2302      1904.67      53.9111      1297.75  5.60178e+14       0        4211
        2305      1338.74      1390.90      2627.90  5.17750e+14       0        5260
        2306      2306.62      679.853      2677.96  5.90772e+14       0         276
        2309      1462.32      855.571      1544.01  5.50166e+14       0        6000
        2312      1366.27      1504.92      1457.96  5.25656e+14       0         875
        2319      333.119      2619.07      2532.35  5.26069e+14       0        3986        5423
        2320      944.370      2518.74      1826.17  5.50634e+14       0        4351
        2329      1079.65      1790.44      800.206  5.03721e+14       0        5624
        2331      1951.35      2198.44      836.326  5.61929e+14       0        1319
        2340      1747.69      1353.95      1915.98  5.06587e+14       0         606
        2342      1273.21      2547.02      1924.99  6.12378e+14       0        4072
        2344      1327.88      1045.27      342.306  5.06842e+14       0         381
        2346      805.095      875.905      2679.38  5.60828e+14       0        5720
        2349      2571.17      1491.07      2075.57  5.37178e+14       0         902
        2353      1947.51      2479.02      1346.38  5.06506e+14       0         215
        2357      301.177      2160.73      258.552  5.36686e+14       0        1323
        2358      923.980      2541.88      457.211  5.52948e+14       0        1641        2593
        2361      1294.35      1586.50      1308.56  5.52108e+14       0        3825
        2366      757.906      1928.88      1302.03  5.02409e+14       0        2507
        2367      1457.79      2527.83      1998.49  5.12655e+14       0        2468
        2368      1773.61      554.087      662.818  5.15438e+14       0         928
        2375      780.751      2238.54      2578.65  5.72748e+14       0        5364
        2378      2560.65      1709.90      2276.81  5.34644e+14       0         528
        2389      688.465      1830.21      251.993  5.51084e+14       0        5218
        2392      100.383      1174.09      533.421  6.28409e+14       0         208         242
        2399      926.905      2265.83      1505.90  5.15815e+14       0        2004
        2400      1108.29      1679.45      213.282  5.29656e+14       0        1955        3281
        2401      2140.32      1598.14      986.651  5.41797e+14       0        1977
        2402      1341.21      1418.60      1382.60  5.67894e+14       0          34
        2410      17.0768      2674.05      1041.88  5.39171e+14       0         405
        2424      303.721      1669.29      2018.70  5.44139e+14       0        5143
        2426      1672.51      2082.50      174.212  5.23545e+14       0        2252
        2427      1081.32      2117.30      1292.66  6.24774e+14       0        4985
        2440      1357.76      1830.67      832.980  5.30967e+14       0        4115
        2449      2412.86      988.015      667.370  5.00711e+14       0        5097
        2450      1463.50      403.250      2244.49  5.14766e+14       0         846
        2464      102.457      2355.23      30.4864  5.18437e+14       0        5635
        2471      1966.47      90.2417      45.2420  5.82033e+14       0        1143
        2472      812.823      1491.55      1337.68  5.26428e+14       0        5994
        2473      857.919      128.853      1663.62  5.27335e+14       0        5093
        2481      775.531      118.980      1030.73  5.37344e+14       0        3515
        2486      114.103      191.056      1012.72  5.20363e+14       0        1821
        2489      919.070      2291.39      788.656  6.33673e+14       0        2972
        2490      912.101      1996.59      1829.20  5.14161e+14       0        2478
        2498      207.420      605.968      24.7442  5.01226e+14       0        5748
        2509      2546.60      1671.80      579.773  5.45297e+14       0         759
        2532      1432.79      201.950      2353.59  5.22399e+14       0         587        3890
        2536      257.442      1217.26      467.973  5.29362e+14       0        3519
        2540      1567.59      441.541      2277.86  5.52017e+14       0        4087
        2548      1480.67      997.585      281.516  5.90250e+14       0        1258
        2559      1662.31      398.603      1125.49  5.61177e+14       0        2675
        2567      2067.22      332.401      158.630  5.53206e+14       0        1945
        2579      79.8891      1168.04      2266.66  5.23936e+14       0        3901
        2583      1196.45      1168.64      714.809  5.54102e+14       0        2187
        2604      1054.73      2205.31      228.773  5.07468e+14       0        1409
        2607      1052.88      1556.08      364.813  5.46117e+14       0        2965
        2611      1311.27      278.612      314.658  5.04767e+14       0        4319
        2612      1746.43      1159.07      2644.92  5.29427e+14       0        5433
        2613      2193.02      1073.31      1964.91  5.58600e+14       0        2542
        2614      333.510      376.623      1411.97  5.23802e+14       0         255        4820
        2619      348.741      43.5559      2180.54  5.13724e+14       0        3223
        2625      2529.78      833.196      808.175  5.30489e+14       0        5087
        2629      542.811      510.421      884.639  5.26717e+14       0        1082
        2630      372.633      614.718      1773.83  5.17915e+14       0        4371
        2631      2276.03      453.808      2382.94  5.35577e+14       0        5751
        2647      1649.51      297.473      1358.54  5.67192e+14       0        2270
        2653      312.603      595.217      1429.16  5.14110e+14       0        4182
        2673      769.970      2153.75      1236.00  5.70684e+14       0        5960
